	400_vs_60k_in_HPLM_fc	400_vs_60k_in_HPLM_p	400_vs_60k_in_DMEM_fc	400_vs_60k_in_DMEM_p	400_vs_60k_in_HPLM_15mM_Glucose_fc	400_vs_60k_in_HPLM_15mM_Glucose_p	400_vs_60k_in_DMEM_15mM_Glucose_fc	400_vs_60k_in_DMEM_15mM_Glucose_p	60k_HPLM_vs_DMEM_fc	60k_HPLM_vs_DMEM_p	400_HPLM_vs_DMEM_fc	400_HPLM_vs_DMEM_p	60k_HPLM_vs_DMEM_15mM_Glucose_fc	60k_HPLM_vs_DMEM_15mM_Glucose_p	400_HPLM_vs_DMEM_15mM_Glucose_fc	400_HPLM_vs_DMEM_15mM_Glucose_p
Succinate	0.8623654683434774	0.00016202678912027074	0.13522516004377907	0.2087292833617208	0.8894897600913811	0.003197809042759664	0.8010327570220512	0.0002126815211199688	3.0094519743437584	3.165708512091619e-05	3.7365922826434566	0.00028689274707030884	3.0277867305177635	0.004609180199803726	3.116243733587093	7.407033295863096e-05
L-Threonine	-0.659005281054896	0.010942724954543119	0.4787816789471796	0.04046522155938509	-0.6487672453855886	0.005363628878937282	0.3720002054171278	0.06545583399870133	-1.2285455962797023	0.00041985081581363636	-2.366332556281778	0.004244781053154913	-1.173337392687509	1.6031209990150478e-05	-2.1941048434902255	0.00498468411186615
Thymine	0.6551422356432728	0.10463930384890166	1.1161044557630446	0.008242935320752858	0.3653495445785121	0.20141691901707615	0.03303681163276879	0.942830287498905	1.6916855851519208	0.0724143115998727	1.230723365032149	0.028128123273043624	0.22247609687069403	0.6263859761501666	0.5547888298164373	0.08308597880256109
L-Tryptophan	0.688456295355038	0.0008077358470264853	1.3391190541185316	0.004204499347483381	0.752771656372977	0.0021459213391254966	1.3098705461048443	0.0007550313501379722	-0.007406799128474213	0.7094384620491084	-0.6580695578919677	0.008695351776338948	0.1982159153248198	0.010204431434109195	-0.35888297440704753	0.0023761232176404
L-Tyrosine	0.7412329088212574	0.0001675618415499636	1.6021861435956894	0.0028186211958481106	0.8186035931306485	0.00020966754503370737	1.5040479602247088	2.8511467601575582e-05	-1.1207126753375491	0.0016213965424140841	-1.9816659101119813	0.0030029054541048034	-1.0427753446705836	0.0056159285469364675	-1.7282197117646436	0.0003615072307970439
Uridine	0.9793156327932415	0.0009736642634962544	1.1423096849094123	0.00012181657914755039	1.1430199651748505	6.941204121158305e-06	1.4583513980402478	8.731190584760175e-05	4.811101974388753	0.0005584185969595455	4.648107922272582	0.000851327391567262	4.263234444972775	0.0006319002057998375	3.947903012107377	0.00015470495303551804
Uridine 5'-diphosphate	-0.831522371137618	0.03263250487906234	-1.2728464209185075	0.013772253368651798	-1.649708080256905	0.016184560851278246	-3.281214456678941	0.0067777990380670505	2.2752113361714708	0.0121348420901188	2.71653538595236	0.0001375934545966	0.2961995875189639	0.2043274034236259	1.927705963941	0.001313413171818589
Uridine diphosphate glucose	-0.6462430749745272	0.002299762925271645	-0.8380661816779602	0.00029312740148600906	-0.47504729066351814	0.017418430452023157	-0.9781752374344491	0.0005773598521426162	0.8000143440830497	0.0015224046383612308	0.9918374507864827	0.00013762717968104034	0.6367823674949924	0.013537466891612686	1.1399103142659233	0.0004966655373322556
Uridine diphosphate-N-acetylglucosamine	-0.3457906411145872	0.04063675732576525	-0.5508031664245422	0.00014064565987520467	-0.1847832095508302	0.07776774236535651	-0.6096687791333945	0.0023929546280140887	-0.24277335788922694	0.0451985323782302	-0.03776083257927198	0.3606895494285322	-0.2171130470521317	0.014764438713640667	0.20777252253043263	0.11158393054140922
Uridine 5'-monophosphate	-0.7488176992857996	0.15219785039643097	-0.2182717487041729	0.6721823809039316	-0.09304654530765123	0.7464425895277434	-0.6420332957685152	0.14215387882943276	1.7153647267971026	0.05962627591714237	1.184818776215476	0.03788991809596838	1.0851621041022865	0.017641780613401478	1.6341488545631504	0.040022903634895274
Uracil	0.49281481543825767	0.006891619464625669	0.4960691763324875	0.15637785875128626	0.7605835203609451	9.93478688528069e-05	1.0289029821274616	0.0013047162875112809	0.9731382005372659	0.01887588005168708	0.9698838396430359	9.115246933370808e-05	1.4499566799345087	7.507517947269399e-05	1.1816372181679922	3.927887210331922e-05
Uric acid	0.7823311538867703	0.003797567236205709	0.7360123400999938	0.011622895593804687	0.7969921863009463	5.8420151840961143e-05	1.3422839199655865	0.002074206863496929	5.620703538127961	0.00014743491064899032	5.667022351914738	0.000974872506859016	4.072042211507348	0.00040374130172222543	3.5267504778427083	0.00016163016256889653
Uridine triphosphate	-0.06425630934171371	0.8863046995666612	0.263380250834083	0.18431744162160488	-1.0462140388939491	0.010762122142547246	-4.342255327864006	0.004487635416239924	1.8170092800124902	0.046426399875607705	1.4893727198366933	0.11515335294465383	-0.8540889334551732	0.011309817350045128	2.441952355514884	0.002076446196787885
L-Valine	0.6659852644189209	0.0004328465342650745	0.7448924835321038	0.0005032943506413358	0.7741291607779196	0.0002052412700143224	0.8216469384321632	0.002290400302605792	-0.8201552286376742	0.002160126619838847	-0.8990624477508573	0.000987672698007333	-0.6243501887418375	0.0002146943799083076	-0.6718679663960809	0.006410844661812073
